non_shiftable_load,outdoor_dry_bulb_temperature_predicted_1,outdoor_relative_humidity_predicted_1,outdoor_relative_humidity_predicted_3,diffuse_solar_irradiance_predicted_1,direct_solar_irradiance_predicted_1,electricity_pricing_predicted_2,electricity_pricing_predicted_3,electricity_pricing,carbon_intensity,month_sin,month_cos,hour_sin,hour_cos,day_type_sin,day_type_cos
0.7512441996701807,0.4774436090225563,0.7888888888888889,0.7888888888888889,0.0245821042281219,0.1049317943336831,0.0303030303030302,0.0303030303030302,0.0303030303030302,0.4746224871797358,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
0.470453594767056,0.5187969924812029,0.7666666666666666,0.8555555555555555,0.1976401179941003,0.465897166841553,0.0303030303030302,0.0303030303030302,0.0303030303030302,0.4112142397819248,-0.8660254037844385,-0.5000000000000004,0.2588190451025207,0.9659258262890684,0.7818314824680298,0.6234898018587336
0.3779817879990136,0.5827067669172933,0.7,0.8555555555555555,0.4129793510324484,0.621196222455404,0.0303030303030302,0.0303030303030302,0.0303030303030302,0.3978920441873704,-0.8660254037844385,-0.5000000000000004,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336
0.1864481107448153,0.6240601503759398,0.6777777777777778,0.8888888888888888,0.544739429695182,0.5152151101783841,0.0303030303030302,0.0303030303030302,0.0303030303030302,0.3810639205140073,-0.8660254037844385,-0.5000000000000004,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336
0.186316533599515,0.6052631578947368,0.7,0.8888888888888888,0.7649950835791545,0.770199370409234,1.0,0.0303030303030302,0.0303030303030302,0.3852027319939824,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
0.5191121513984701,0.6240601503759398,0.6777777777777778,0.9222222222222224,0.8879056047197641,0.85099685204617,1.0,0.0303030303030302,0.0303030303030302,0.4148524679259848,-0.8660254037844385,-0.5000000000000004,0.9659258262890684,0.2588190451025207,0.7818314824680298,0.6234898018587336
0.1196784774817359,0.6466165413533834,0.6444444444444444,0.8888888888888888,0.9478859390363816,0.8551941238195173,1.0,0.0303030303030302,0.0303030303030302,0.4330686780186776,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
0.2329214227518516,0.6466165413533834,0.6777777777777778,0.8555555555555555,0.9498525073746312,0.7838405036726128,1.0,0.0303030303030302,0.0303030303030302,0.4444520178124986,-0.8660254037844385,-0.5000000000000004,0.9659258262890684,-0.2588190451025206,0.7818314824680298,0.6234898018587336
0.5170756660033726,0.6240601503759398,0.7,0.8555555555555555,0.6715830875122911,0.3053515215110178,1.0,0.0303030303030302,0.0303030303030302,0.5705187491707595,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
0.5670556573795537,0.6466165413533834,0.6777777777777778,0.8222222222222222,0.5132743362831859,0.1605456453305351,0.0303030303030302,0.0303030303030302,0.0303030303030302,0.6268099436483079,-0.8660254037844385,-0.5000000000000004,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336
